id,Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link,Debunking
374,Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,"Crimea split from Ukraine and rejoined Russia after holding a referendum in March 2014 in which the overwhelming majority of voters - over 96% - approved this option, in response to the change of government in Kyiv.",04/08/2021,Italy,Controinformazione,https://www.controinformazione.info/il-leader-di-donetsk-esclude-che-donbass-e-crimea-tornino-a-far-parte-dellucraina/,"<p>The decision to hold a so-called “referendum” was made at a session of the Verkhovna Rada of Crimea on February 27, 2014. By then, the military without insignia had already seized the parliament building. Journalists were not allowed into the hall. Whether there was a quorum for making this decision and how the MPs voted under the barrels of guns is unknown. </p>
<p>In 2015, Igor Strelkov (Girkin), a leader in the operation of taking over Crimea, <a href=""https://www.youtube.com/watch?v=ICgazA79a2g&ab_channel=HalahanValerii"">admitted</a> that the deputies had to be “herded” into the Parliament to vote on February 27.</p>
<p>Two questions were <a href=""http://crimea.gov.ru/act/11689"">put up</a> for the referendum: “Do you support the reunification of Crimea with Russia as a subject of the Russian Federation?” and “Do you support the restoration of the Constitution of the Republic of Crimea as of 1992 and the status of Crimea as a part of Ukraine?” None of them provided for the possibility of maintaining the status quo. </p>
<p> <a href=""https://zakon.rada.gov.ua/krym/show/rb076a002-92"">Crimea’s Constitution as of 1992</a> provided broad autonomy rights for the peninsula. As if it were a separate state having its governing bodies and “exercising in its territory all of its powers except those voluntarily delegated to Ukraine.”</p>
<p>The “referendum” was also illegitimate from the point of view of Ukrainian laws. According to Article 73 of Ukraine’s Constitution, the issue of changing the territory is decided only at an all-Ukrainian referendum. Whether Crimea should be part of Ukraine had to be agreed upon by all the regions, and the voting of people in Crimea alone was not enough for such a decision.</p>
<p>In truth, the Crimean “referendum” took place without international observers who could document violations. However, Crimean journalists and voters have repeatedly <a href=""https://crimea.suspilne.media/ua/articles/45""> stated</a>  that ballots were distributed in a massive way to the same people. They were also given to people with Russian passports.</p>
<p>In 2014, the Venice Commission unanimously adopted an  <a href=""https://www.venice.coe.int/webforms/documents/default.aspx?pdffile=CDL-AD(2014)002-e"">opinion</a> viewing the referendum in Crimea as unlawful and violating, besides the Constitution of Ukraine, basic international principles regarding territorial integrity and sovereignty of subjects of international law.</p>
<p>Neither Ukraine nor the European Union, nor the United States recognized the results of Crimea’s “referendum.” On March 27, 2021, <a href=""https://news.un.org/en/story/2014/03/464812-backing-ukraines-territorial-integrity-un-assembly-declares-crimea-referendum"">passed</a> a resolution to support Ukraine’s territorial integrity. The European Union <a href=""https://www.consilium.europa.eu/en/press/press-releases/2021/02/25/ukraine-declaration-by-the-high-representative-on-behalf-of-the-european-union-on-the-illegal-annexation-of-crimea-and-sevastopol/"">adheres to</a> a strict policy of not recognizing illegitimate “referendum” results. Economic sanctions the EU <a href=""https://www.consilium.europa.eu/en/policies/sanctions/ukraine-crisis/"">imposed</a> on Russia after the annexation of Crimea and the war in Donbas have not been lifted since 2014.</p>"
247,The West controls Ukraine and uses it to its advantage,Ukraine is a puppet of the West in its global game,"When, finally, all of Ukraine became US property in 2014, the White House quickly realized, to their horror, that several US administrations had invested significant amounts of money in a completely useless product.",01/08/2021,Italy,Come Don Chisciotte,https://comedonchisciotte.org/compra-il-mattone-gli-usa-hanno-venduto-lucraina/,"<p>Ukrainian government authorities independently support domestic and foreign policy.
The decision on state management is praised by internal participants of the political process. Western partners, e.g. the USA, can offer their support, but only the president or other authorized person can decide whether to accept or decline such offer. Moreover, they cannot in any way participate in or direct the electoral process outside their own countries.</p>
<p>The “Orange Revolution” in 2004 rotation of the “Euromaidan”, which later transformed into the “Revolution of Dignity” in 2014 –  is a direct proof of the power of the Ukrainian electorate itself. On the path of peaceful protests, the Ukrainians, in the first place, were able <a href=""https://www.cvk.gov.ua/wp-content/uploads/2020/05/2004_osce_pu.pdf"">to carry out an</a> honest election and replace the falsified ones, in the other, to launch systemic reforms to <a href=""https://www.maidanmuseum.org/uk/node/1217"">establish</a>Ukraine as a democratic European state.</p>"
347,Russians are discriminated in Ukraine,There is a discrimination of Russians in Ukraine,"So far, there has been no reaction from the OSCE and other organizations to the discriminatory draft law on Ukraine's indigenous peoples, as Europe prefers not to offend Kyiv.",10/06/2021,Germany,SNA.DE,https://snanews.de/20210610/putin-ukrainisches-gesetz-indigene-voelker-nazi-ideen-2462865.html,"<p> <a href=""http://w1.c1.rada.gov.ua/pls/zweb2/webproc34?id=&pf3511=71931&pf35401=547601"">The law</a> on indigenous peoples, like the law on language, is perhaps the most discredited on pro-Russian resources. At the same time, it is commented just in the Russian narrative.</p>
<p>According to the definition in the law, indigenous people are “autochthonous ethnic community formed on the territory of Ukraine, bearer of original language and culture, having traditional, social, cultural or representative bodies, have the self-awareness of the indigenous people of Ukraine, constitute the ethnic minority in its population and does not have its own state entity outside Ukraine”. Among the indigenous peoples are those peoples who were formed on the territory of Crimea – the Crimean Tatars, Karaites, and so on.</p>
<p>Russians cannot be the indigenous people of Ukraine: they have their own state formation outside our country. However, this does not mean that they will be deprived of basic rights in the state.</p>"
348,Russians are discriminated in Ukraine,There is a discrimination of Russians in Ukraine,"In Ukraine, people are a little more relaxed about certain feelings when it comes to portraying sinister, barbaric and bestial Russians. Often in Ukraine, Russians are depicted as animals.",20/07/2018,Germany,RT.DE,https://de.rt.com/international/74659-russenpeitsche-byzantinische-finsternis-russische-seele-teil-1/,"<p> <a href=""http://w1.c1.rada.gov.ua/pls/zweb2/webproc34?id=&pf3511=71931&pf35401=547601"">The law</a> on indigenous peoples, like the law on language, is perhaps the most discredited on pro-Russian resources. At the same time, it is commented just in the Russian narrative.</p>
<p>According to the definition in the law, indigenous people are “autochthonous ethnic community formed on the territory of Ukraine, bearer of original language and culture, having traditional, social, cultural or representative bodies, have the self-awareness of the indigenous people of Ukraine, constitute the ethnic minority in its population and does not have its own state entity outside Ukraine”. Among the indigenous peoples are those peoples who were formed on the territory of Crimea – the Crimean Tatars, Karaites, and so on.</p>
<p>Russians cannot be the indigenous people of Ukraine: they have their own state formation outside our country. However, this does not mean that they will be deprived of basic rights in the state.</p>"
349,Russians are discriminated in Ukraine,Pro-European choice means anti-Russian choice in Ukraine,"If pro-European means anti-Russian, nationalist and bellicose, then the Ukrainian people clearly voted for Europe and for peace.",27/10/2014,Germany,RT.DE,https://de.rt.com/4959/international/wahl-in-der-ukraine-proeuropaisch-kriegslusternd/,"<p>Ukraine has enshrined its desire to become the part of the European community in <a href=""https://ccu.gov.ua/sites/default/files/constitution_2019_eng.doc"">the Constitution</a> and is developing in this direction. However, it does not mean that Ukraine automatically pursues anti-Russian or nationalist policies. Russia started the war in Donbass in 2014 and annexed the Ukrainian Crimea, so the reasons for anti-Russian sentiment and the impossibility of cooperation at the state level are quite clear and justified. Ukraine has not chosen or pursued a militant and hostile policy towards Russia, we are defending our interests and sovereignty.</p>"
350,Russians are discriminated in Ukraine,Anti-Russian neo-Nazism is florishing in Ukraine,"Russian Foreign Minister Lavrov fears that the participants (of the Crimean Platform - ed.) will ""further propagate the neo-Nazi and racist views of the current Ukrainian authorities"", adding another dimension to the war dynamics. This is especially true since Ukraine shamelessly adopted these views as its unofficial ideology in order to distinguish itself from the multicultural Russian society, which Kyiv sees as a threat to the legitimacy of its post-Color Revolution leadership.",24/08/2021,Germany,Uncutnews,https://uncutnews.ch/die-geostrategische-und-informationskriegerische-dynamik-der-ukrainischen-provokation-der-krim-plattform/,"<p>Nazi and communist ideologies are officially <a href=""https://zakon.rada.gov.ua/laws/show/317-19#Text"">banned in Ukraine</a>. Right-wing radical movements are indeed present in the country, a fact exploited by Russian propaganda outlets. However, their importance and prevalence are exaggerated. In addition, there are radical right-wing movements, including Nazis and <a href=""http://al-tt.ru/wp-content/uploads/2014/12/ZAPRESHHENNYE-NA-TERRITORII-ROSSIJSKOJ-FEDERATSII-EKSTREMISTSKIE-ORGANIZATSII-I-IH-SIMVOLIKA.pdf"">etremists</a>.  The rallies held on January 1 on Stepan Bandera’s birthday were not massive or nationwide.</p>
<p>Stepan Bandera was a prominent figure in the Ukrainian national liberation movement in the 1930s and 1950s, leading the anti-German and anti-Soviet struggle. Later, his name came to symbolize the movement itself. In 1941, he was <a href=""https://www.istpravda.com.ua/articles/2014/01/1/140665/"">arrested</a> by the Nazis and put in the Sachsenhausen concentration camp for proclaiming the restoration of the Ukrainian state in Lviv. He refused to cooperate with Germans. From 1942 to 1944, Bandera was in a German concentration camp, and so he could not cooperate with the German military.</p>"
351,Russians are discriminated in Ukraine,Anti-Russian neo-Nazism is florishing in Ukraine,"The triumph of neo-Nazis in Ukraine began just a few years before the Western-backed nationalist coup of 2014 with attacks on war veterans in Lviv. The perpetrators were not punished. Now all the monuments to the fighters against fascism in Lviv have been destroyed, including the Eternal Flame Memorial. House-sized portraits of fascist Ukrainian nationalist leader Stepan Bandera adorn administrative buildings. “Bandera is our father, Ukraine is our mother,” it says. In schools and in public places, Nazi collaborators are honored as heroes of the struggle for independence. The initiative to rename the Russians into ""Moskvins"" is not at all a local political curiosity. This is an impressive example of how deeply Ukraine has plunged into the Nazi archaic from the time of its ""Western connections"".",29/12/2021,Germany,RT.DE,https://de.rt.com/meinung/129125-asiatische-moskwiny-ukrainisches-gebietsrat-will-russen-mit-rassistischer-begruendung-umbenennen/,"<p>Nazi and communist ideologies are officially <a href=""https://zakon.rada.gov.ua/laws/show/317-19#Text"">banned in Ukraine</a>. Right-wing radical movements are indeed present in the country, a fact exploited by Russian propaganda outlets. However, their importance and prevalence are exaggerated. In addition, there are radical right-wing movements, including Nazis and <a href=""http://al-tt.ru/wp-content/uploads/2014/12/ZAPRESHHENNYE-NA-TERRITORII-ROSSIJSKOJ-FEDERATSII-EKSTREMISTSKIE-ORGANIZATSII-I-IH-SIMVOLIKA.pdf"">etremists</a>.  The rallies held on January 1 on Stepan Bandera’s birthday were not massive or nationwide.</p>
<p>Stepan Bandera was a prominent figure in the Ukrainian national liberation movement in the 1930s and 1950s, leading the anti-German and anti-Soviet struggle. Later, his name came to symbolize the movement itself. In 1941, he was <a href=""https://www.istpravda.com.ua/articles/2014/01/1/140665/"">arrested</a> by the Nazis and put in the Sachsenhausen concentration camp for proclaiming the restoration of the Ukrainian state in Lviv. He refused to cooperate with Germans. From 1942 to 1944, Bandera was in a German concentration camp, and so he could not cooperate with the German military.</p>"
352,Russians are discriminated in Ukraine,Anti-Russian neo-Nazism is florishing in Ukraine,"Why did Maidan take place in 2013 and 2014 and not earlier? the political scientist asks. “Pro-American and pro-Nazi fringe groups in Ukraine have tried to stage demonstrative anti-Russian riots before,” Kamkin said. “Because over the 30 years of Ukraine’s independence, it was possible to form a generation that, so to speak, has no historical ties with the former united country and actually grew up as Maidan orphans. The coup d'état in Kyiv was carried out by these ""nationalists without a nation"". A younger generation has grown up, who have been brainwashed almost out of their cribs by the newly minted operators of the so-called Ukrainian culture.”",11/06/2021,Germany,SNA.DE ,https://snanews.de/20210611/nato-gipfel-2021-ukraine-mitgliedschaft-2471402.html,"<p>Nazi and communist ideologies are officially <a href=""https://zakon.rada.gov.ua/laws/show/317-19#Text"">banned in Ukraine</a>. Right-wing radical movements are indeed present in the country, a fact exploited by Russian propaganda outlets. However, their importance and prevalence are exaggerated. In addition, there are radical right-wing movements, including Nazis and <a href=""http://al-tt.ru/wp-content/uploads/2014/12/ZAPRESHHENNYE-NA-TERRITORII-ROSSIJSKOJ-FEDERATSII-EKSTREMISTSKIE-ORGANIZATSII-I-IH-SIMVOLIKA.pdf"">etremists</a>.  The rallies held on January 1 on Stepan Bandera’s birthday were not massive or nationwide.</p>
<p>Stepan Bandera was a prominent figure in the Ukrainian national liberation movement in the 1930s and 1950s, leading the anti-German and anti-Soviet struggle. Later, his name came to symbolize the movement itself. In 1941, he was <a href=""https://www.istpravda.com.ua/articles/2014/01/1/140665/"">arrested</a> by the Nazis and put in the Sachsenhausen concentration camp for proclaiming the restoration of the Ukrainian state in Lviv. He refused to cooperate with Germans. From 1942 to 1944, Bandera was in a German concentration camp, and so he could not cooperate with the German military.</p>"
246,The West controls Ukraine and uses it to its advantage,Ukraine is a puppet of the West in its global game,"At some point, Washington had bought Ukraine - at a high price. The buying process had taken a long time, as Ukraine had been bought one piece at a time. When, finally, all of Ukraine became US property in 2014, the White House quickly realized, to their horror, that several US administrations had invested significant amounts of money in a completely useless product. [...] The US intended to push Russia to buy Ukraine in exchange for a free hand in Syria and the Middle East. ",01/08/2021,Italy,Come Don Chisciotte,https://comedonchisciotte.org/compra-il-mattone-gli-usa-hanno-venduto-lucraina/,"<p>Ukrainian government authorities independently support domestic and foreign policy.
The decision on state management is praised by internal participants of the political process. Western partners, e.g. the USA, can offer their support, but only the president or other authorized person can decide whether to accept or decline such offer. Moreover, they cannot in any way participate in or direct the electoral process outside their own countries.</p>
<p>The “Orange Revolution” in 2004 rotation of the “Euromaidan”, which later transformed into the “Revolution of Dignity” in 2014 –  is a direct proof of the power of the Ukrainian electorate itself. On the path of peaceful protests, the Ukrainians, in the first place, were able <a href=""https://www.cvk.gov.ua/wp-content/uploads/2020/05/2004_osce_pu.pdf"">to carry out an</a> honest election and replace the falsified ones, in the other, to launch systemic reforms to <a href=""https://www.maidanmuseum.org/uk/node/1217"">establish</a>Ukraine as a democratic European state.</p>"
354,,,,,,,,
355,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"Since the nationalist coup in Kyiv and the subsequent secession of the Autonomous Republic of Crimea from Ukraine in early 2014, Kyiv has seen itself as at war with Moscow. The government is pushing for NATO membership, which has been enshrined in the Ukrainian constitution as a goal since 2019. Moscow fears that the military infrastructure from the NATO countries will continue to gain a foothold on Ukrainian territory, bypassing legal barriers. ",20/12/2021,Germany,RT.DE,https://de.rt.com/europa/128523-ukraine-als-aufmarschplatz-nato-schon-10000-soldaten-der-westlichen-allianz-land/,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">""""Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media""""</a>.</p>"
356,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"Ukraine has been at war with Russia since 2014. Objective evidence of the presence of regular Russian troops in the Ukraine has not yet been presented: Despite extensive satellite monitoring of the crisis area, no photos of Russian tank columns or other Russian military have been published to date. And even when prisoners of war are exchanged between the conflicting parties, so far almost exclusively Ukrainian citizens have been exchanged for Ukrainian citizens.",22/12/2021,Germany,RT.DE,https://de.rt.com/international/128829-trotz-kriegsrhetorik-selenskijs-fernsehserie-startet/,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">""Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media""</a>.</p>"
357,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"There is talk of a Russian military presence in eastern Ukraine. But photos of evidence of the ""alleged"" Russian invasion of Ukrainian soil are more than questionable.",12/09/2014,Germany,RT.DE,https://de.rt.com/2353/international/nato-und-oligarchen-subventionieren-ukrainische-faschisten/,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">""Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media""</a>.</p>"
358,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"However, the fact that the armed conflicts in the east of the country are more reminiscent of a civil war than an invasion from neighboring Russia seems irrelevant to the government, which has fallen into a craze for rearmament.",13/09/2014,Germany,RT.DE,https://de.rt.com/2353/international/nato-und-oligarchen-subventionieren-ukrainische-faschisten/,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">""Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media""</a>.</p>"
376,Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification," In early 2014, after the Maidan coup in Kiev, Crimean residents decided to join the Russian Federation. Despite the tense situation in Ukraine at the time, this was confirmed by a referendum in which Western politicians also participated as observers.",09/07/2021,Italy,Controinformazione,https://www.controinformazione.info/lesperto-tedesco-patrick-poppel-la-crimea-e-un-pericoloso-gioco-della-nato/,"<p>The decision to hold a so-called “referendum” was made at a session of the Verkhovna Rada of Crimea on February 27, 2014. By then, the military without insignia had already seized the parliament building. Journalists were not allowed into the hall. Whether there was a quorum for making this decision and how the MPs voted under the barrels of guns is unknown. </p>
<p>In 2015, Igor Strelkov (Girkin), a leader in the operation of taking over Crimea, <a href=""https://www.youtube.com/watch?v=ICgazA79a2g&ab_channel=HalahanValerii"">admitted</a> that the deputies had to be “herded” into the Parliament to vote on February 27.</p>
<p>Two questions were <a href=""http://crimea.gov.ru/act/11689"">put up</a> for the referendum: “Do you support the reunification of Crimea with Russia as a subject of the Russian Federation?” and “Do you support the restoration of the Constitution of the Republic of Crimea as of 1992 and the status of Crimea as a part of Ukraine?” None of them provided for the possibility of maintaining the status quo. </p>
<p> <a href=""https://zakon.rada.gov.ua/krym/show/rb076a002-92"">Crimea’s Constitution as of 1992</a> provided broad autonomy rights for the peninsula. As if it were a separate state having its governing bodies and “exercising in its territory all of its powers except those voluntarily delegated to Ukraine.”</p>
<p>The “referendum” was also illegitimate from the point of view of Ukrainian laws. According to Article 73 of Ukraine’s Constitution, the issue of changing the territory is decided only at an all-Ukrainian referendum. Whether Crimea should be part of Ukraine had to be agreed upon by all the regions, and the voting of people in Crimea alone was not enough for such a decision.</p>
<p>In truth, the Crimean “referendum” took place without international observers who could document violations. However, Crimean journalists and voters have repeatedly <a href=""https://crimea.suspilne.media/ua/articles/45""> stated</a>  that ballots were distributed in a massive way to the same people. They were also given to people with Russian passports.</p>
<p>In 2014, the Venice Commission unanimously adopted an  <a href=""https://www.venice.coe.int/webforms/documents/default.aspx?pdffile=CDL-AD(2014)002-e"">opinion</a> viewing the referendum in Crimea as unlawful and violating, besides the Constitution of Ukraine, basic international principles regarding territorial integrity and sovereignty of subjects of international law.</p>
<p>Neither Ukraine nor the European Union, nor the United States recognized the results of Crimea’s “referendum.” On March 27, 2021, <a href=""https://news.un.org/en/story/2014/03/464812-backing-ukraines-territorial-integrity-un-assembly-declares-crimea-referendum"">passed</a> a resolution to support Ukraine’s territorial integrity. The European Union <a href=""https://www.consilium.europa.eu/en/press/press-releases/2021/02/25/ukraine-declaration-by-the-high-representative-on-behalf-of-the-european-union-on-the-illegal-annexation-of-crimea-and-sevastopol/"">adheres to</a> a strict policy of not recognizing illegitimate “referendum” results. Economic sanctions the EU <a href=""https://www.consilium.europa.eu/en/policies/sanctions/ukraine-crisis/"">imposed</a> on Russia after the annexation of Crimea and the war in Donbas have not been lifted since 2014.</p>"
360,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"The United States and the European Union have repeatedly accused Moscow of interfering in Ukraine's internal affairs. Russia has always rejected the accusations. Moscow has repeatedly stated that it is not a party to the internal Ukrainian conflict, that it is not involved in the events in the south-east and that it is interested in Ukraine overcoming the political and economic crisis with diplomacy.",26/06/2015,Italy,SNA.IT,https://it.sputniknews.com/20150625/630138.html,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">""Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media""</a>.</p>"
361,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"These sanctions also represent an aggressive, unilateral act that is incompatible with international law. The Minsk Agreements were the main reason for the sanctions. From the Federal Government's point of view, Russia does not have sufficient influence on the Donetsk and Lugansk Republics. It should be noted that Russia is not a party to the conflict at all, but actually a mediator. Irrespective of this, sanctions are imposed – an absolutely cynical process.",04/01/2021,Germany,RT.DE,https://de.rt.com/meinung/111211-deutschland-weit-nach-rechts-gerutscht/,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media</a>.</p>"
362,Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,Western governments and NATO have accused Russia of invading eastern Ukraine and annexing Crimea. Moscow dismisses this as an absurd distortion of reality. Such slanders are undoubtedly a reason why Russia last week severed diplomatic ties with NATO.,01/11/2021,Germany,Uncutnews,https://uncutnews.ch/die-nato-rueckt-in-der-ukraine-immer-naeher-an-einen-krieg-gegen-russland/,"<p>Not all Donbas residents were against European integration or the democratically elected Ukrainian government in 2014. <a href=""https://www.radiosvoboda.org/a/donbass-realii/28889063.html"">Euromaidan rallies also occurred</a> in the now occupied Donetsk, where activists rallied for <a href=""https://www.bbc.com/ukrainian/politics/2014/01/140119_euromaydan_donetsk_hk""> three months</a>. The city’s largest rally took place on March 13, 2014, but it was brutally dispersed. Thousands of civilians <a href=""https://vybory.pravda.com.ua/articles/2018/03/16/7149580/"">had come out</a> to support Ukraine (according to eyewitnesses, 10,000 people rallied in Donetsk). pro-Russian activists staged the massacre and killed 22-year-old activist Dmytro Cherniavskyi during the assault. Official figures said another <a href=""https://www.pravda.com.ua/news/2014/03/17/7019323/"">36 people</a> were injured. Eyewitnesses said there were more victims.<p/>
<p>Evidence of Russian troops and military equipment in Donbas is plentiful, particularly from independent international observers. Read a detailed refutation in the article <a href=""https://voxukraine.org/en/Russia-is-not-an-aggressor-against-ukraine-a-review-of-italian-and-german-pro-Russian-media/"">""Russia is not an aggressor against Ukraine: a review of Italian and German pro-Russian media""</a>.</p>"
